Datetime,Price,Ticker,Value
2024-10-22,High,AI.PA,171.60000610351562
2024-10-22,High,AIR.PA,142.3000030517578
2024-10-22,High,BNP.PA,65.8499984741211
2024-10-22,High,CS.PA,35.7400016784668
2024-10-22,High,MT.AS,22.039367171097386
2024-10-22,Low,AC.PA,41.2599983215332
2024-10-22,Low,AI.PA,169.16000366210938
2024-10-22,Low,AIR.PA,137.55999755859375
2024-10-22,Low,BNP.PA,64.83999633789062
2024-10-22,Low,CS.PA,35.13999938964844
2024-10-22,Low,MT.AS,21.683094810510557
2024-10-22,Open,AC.PA,41.34999847412109
2024-10-22,Open,AI.PA,171.36000061035156
2024-10-22,Open,AIR.PA,138.1999969482422
2024-10-22,Open,BNP.PA,65.55999755859375
2024-10-22,Open,CS.PA,35.68000030517578
2024-10-22,Open,MT.AS,21.93050575256348
2024-10-22,Volume,AC.PA,616821.0
2024-10-22,Volume,AI.PA,469644.0
2024-10-22,Volume,AIR.PA,1597799.0
2024-10-22,Volume,BNP.PA,1314922.0
2024-10-22,Volume,CS.PA,3639177.0
2024-10-22,Volume,MT.AS,1467820.0
2024-10-23,Close,AC.PA,42.38999938964844
2024-10-23,Close,AI.PA,169.3000030517578
2024-10-23,Close,AIR.PA,141.17999267578125
2024-10-23,Close,BNP.PA,65.2300033569336
2024-10-23,Close,CS.PA,35.11000061035156
2024-10-23,Close,MT.AS,21.74247169494629
2024-10-23,High,AC.PA,42.720001220703125
2024-10-23,High,AI.PA,170.67999267578125
2024-10-23,High,AIR.PA,141.66000366210938
2024-10-23,High,BNP.PA,65.80000305175781
2024-10-23,High,CS.PA,35.45000076293945
2024-10-23,High,MT.AS,21.99977928683623
2024-10-23,Low,AC.PA,42.130001068115234
2024-10-23,Low,AI.PA,168.25999450683594
2024-10-23,Low,AIR.PA,140.0399932861328
2024-10-23,Low,BNP.PA,65.12000274658203
2024-10-23,Low,CS.PA,35.09000015258789
2024-10-23,Low,MT.AS,21.673196937051998
2024-10-23,Open,AC.PA,42.130001068115234
2024-10-23,Open,AI.PA,170.02000427246094
2024-10-23,Open,AIR.PA,140.3800048828125
2024-10-23,Open,BNP.PA,65.5199966430664
2024-10-23,Open,CS.PA,35.27000045776367
2024-10-23,Open,MT.AS,21.93050452894193
2024-10-23,Volume,AC.PA,693565.0
2024-10-23,Volume,AI.PA,501425.0
2024-10-23,Volume,AIR.PA,953149.0
2024-10-23,Volume,BNP.PA,1702979.0
2024-10-23,Volume,CS.PA,2618439.0
2024-10-23,Volume,MT.AS,1303193.0
2024-10-24,Close,AC.PA,42.66999816894531
2024-10-24,Close,AI.PA,167.89999389648438
2024-10-24,Close,AIR.PA,141.1199951171875
2024-10-24,Close,BNP.PA,65.33000183105469
2024-10-24,Close,CS.PA,35.279998779296875
2024-10-24,Close,MT.AS,21.732576370239254
2024-10-24,High,AC.PA,42.83000183105469
